doc_id,ministry,question_id,question_hi,question_source,gold_answer_en,keywords_en,doc_available
AU5935,labour,Q3,कार्यस्थल पर महिलाओं की यौन उत्पीड़न संबंधी शिकायतों के ऑनलाइन पंजीकरण और निगरानी के लिए कौन सा इलेक्ट्रॉनिक पोर्टल उपलब्ध है?,official_hindi_doc,SHe-Box (Sexual Harassment electronic Box) portal is available for women to register workplace harassment complaints.,"SHe-Box, Sexual Harassment electronic Box, portal, workplace",True
AU5935,labour,Q4,"व्यावसायिक सुरक्षा, स्वास्थ्य और कार्य स्थिति संहिता, 2020 के तहत क्या महिलाएं रात्रि पाली में काम कर सकती हैं?",official_hindi_doc,"Under the OSH Code, 2020, women may work in night shifts (before 6 AM or after 7 PM) only with their consent and if the employer provides adequate safety and transport facilities.","OSH Code 2020, night shift, consent, safety, transport facilities",True
AU5935,labour,Q5,महिला कार्यबल भागीदारी बढ़ाने के लिए बजट 2024-25 में कौन सी विशेष सुविधाओं की घोषणा की गई?,official_hindi_doc,The Union Budget 2024-25 announced working women hostels and creches in collaboration with industry to support female workforce participation.,"working women hostels, creches, Budget 2024-25, industry",True
AU2208,women,Q1,मिशन पोषण 2.0 देशभर में कितने आंगनवाड़ी केंद्रों के माध्यम से लागू किया जा रहा है?,official_hindi_doc,Mission Poshan 2.0 is implemented through the network of over 14 Lakh (1.4 million) Anganwadi centres (AWCs) across the country.,"14 lakh, 14 Lakh, Anganwadi centres, AWCs, Mission Poshan 2.0",True
AU2208,women,Q2,1 अक्टूबर 2018 से आंगनवाड़ी केंद्रों पर कार्यरत आंगनवाड़ी कार्यकर्त्रियों का मानदेय कितना बढ़ाया गया है?,official_hindi_doc,"From 1st October 2018, honorarium of AWWs was enhanced from Rs. 3,000 to Rs. 4,500 per month and AWHs from Rs. 1,500 to Rs. 2,250 per month.","4500, 3000, AWWs, October 2018, honorarium enhanced, 2250, AWHs",True
AU2208,women,Q3,आंगनवाड़ी कार्यकर्त्रियों और सहायिकाओं के राज्य/संघ राज्यक्षेत्र-वार पद-स्थित आंकड़े कहां उपलब्ध हैं?,official_hindi_doc,"State and UT wise details of in-position AWWs are placed at Annexure I of the document. (Specific UP number is in the annexure table, not stated in main answer text.)","Annexure I, in-position AWWs, Uttar Pradesh, State-wise",True
AU2208,women,Q4,पीएम पोषण योजना के अंतर्गत कुक-कम-हेल्परों को दिया जाने वाला मानदेय किस आधार पर निर्धारित होता है?,official_hindi_doc,Cook-cum-helpers under PM POSHAN receive honorarium as per State-wise details in Annexure of the document. (Central rate varies by State; not given as a single figure in answer text.),"cook-cum-helpers, PM POSHAN, honorarium, State-wise",True
AU2208,women,Q5,आंगनवाड़ी कार्यकर्त्रियों को प्रदर्शन-आधारित प्रोत्साहन के रूप में प्रतिमाह कितनी राशि दी जाती है?,official_hindi_doc,Specific Lakshadweep cook-cum-helper honorarium is listed in the State/UT annexure of the document; not stated as a standalone figure in the main answer.,"Lakshadweep, cook-cum-helpers, honorarium, Annexure",True
AU2222,women,Q1,जिला मानसिक स्वास्थ्य कार्यक्रम (डीएमएचपी) देश के कितने जिलों में लागू किया गया है?,official_hindi_doc,District Mental Health Programme (DMHP) has been implemented in 767 districts under National Mental Health Programme.,"767 districts, District Mental Health Programme, DMHP, National Mental Health Programme",True
AU2222,women,Q2,टेली-मानस सेवा कितने राज्यों/केंद्रशासित प्रदेशों में स्थापित की गई है?,official_hindi_doc,Tele-MANAS has been established in 36 States/UTs.,"36 States/UTs, Tele-MANAS, established",True
AU2222,women,Q3,देशभर में वन स्टॉप सेंटर (ओएससी) की कुल कितनी इकाइयां कार्यरत हैं?,official_hindi_doc,One Stop Centres: 869 OSCs are functional across the country.,"869, One Stop Centres, OSCs, functional",True
AU2222,women,Q4,कार्यस्थल पर महिलाओं के यौन उत्पीड़न संबंधी शिकायतों के ऑनलाइन पंजीकरण के लिए शी-बॉक्स पोर्टल का मुख्य उद्देश्य क्या है?,official_hindi_doc,"SHe-Box portal is meant for online registration and monitoring of complaints related to sexual harassment at workplace under the POSH Act, for women in both private and public sector.","SHe-Box, POSH Act, workplace harassment, online registration, private sector, public sector",True
AU2222,women,Q5,"व्यावसायिक सुरक्षा, स्वास्थ्य और कार्य स्थिति (ओएसएच) संहिता, 2020 के अनुसार सामान्य कार्य घंटे प्रतिदिन कितने निर्धारित हैं?",official_hindi_doc,"Under OSH Code, 2020, the normal working hours are 8 hours per day / 48 hours per week.","8 hours per day, 48 hours per week, OSH Code 2020, normal working hours",True
AU2491,women,Q1,भागलपुर जिले में वर्तमान में कितने आंगनवाड़ी केंद्र कार्यरत हैं और कितने प्रस्तावित हैं?,official_hindi_doc,"In Bhagalpur district, 3,264 Anganwadi Centres are currently functional and 3,269 have been proposed.","3264, 3269, Bhagalpur, Anganwadi Centres, functional, proposed",True
AU2491,women,Q2,भागलपुर जिले में पोषण 2.0 के अंतर्गत गर्भवती महिलाओं की पंजीकृत संख्या कितनी है?,official_hindi_doc,"Under POSHAN 2.0 in Bhagalpur, 71,085 pregnant women are registered as beneficiaries.","71085, Bhagalpur, pregnant women, POSHAN 2.0",True
AU2491,women,Q3,भागलपुर जिले में मिशन पोषण 2.0 के अंतर्गत 0-6 वर्ष आयु के पंजीकृत बच्चों की संख्या कितनी है?,official_hindi_doc,"Under Mission Poshan 2.0 in Bhagalpur, 2,06,937 children aged 0-6 years are registered as beneficiaries.","206937, 2,06,937, Bhagalpur, 0-6 years, children, Mission Poshan 2.0",True
AU2491,women,Q4,पीएमएमवीवाई के अंतर्गत भागलपुर जिले में अब तक कितने लाभार्थियों को भुगतान किया गया है?,official_hindi_doc,"Under PMMVY in Bhagalpur, 24,154 beneficiaries have been paid.","24154, PMMVY, Bhagalpur, beneficiaries, paid",True
AU2491,women,Q5,मिशन शक्ति के अंतर्गत मिशन वात्सल्य का उद्देश्य क्या है?,official_hindi_doc,Mission Shakti has two verticals: Sambal (for safety and security of women) and Samarthya (for empowerment of women).,"Sambal, Samarthya, Mission Shakti, two verticals, safety, empowerment",True
AU5696,women,Q1,मिशन शक्ति पोर्टल कब लॉन्च किया गया था और इसका क्या उद्देश्य है?,official_hindi_doc,Mission Shakti Portal (https://missionshakti.wcd.gov.in/) was launched on 22.01.2025.,"22.01.2025, Mission Shakti Portal, January 2025",True
AU5696,women,Q2,शी-बॉक्स पोर्टल पहली बार कब शुरू किया गया था और इसे कब नए रूप में पुनः लॉन्च किया गया?,official_hindi_doc,SHe-Box Portal was launched for the first time in 2017 and has been revamped in 2023 with enhanced features.,"SHe-Box, 2017, revamped, 2023",True
AU5696,women,Q3,कर्नाटक में शी-बॉक्स पोर्टल पर कितनी शिकायतें दर्ज की गई हैं?,official_hindi_doc,Karnataka: 21 complaints have been registered on SHe-Box Portal.,"21, Karnataka, SHe-Box Portal, complaints",True
AU5696,women,Q4,ऑनलाइन साइबर अपराधों की रिपोर्टिंग के लिए कौन सा राष्ट्रीय पोर्टल उपलब्ध है?,official_hindi_doc,National Cyber Crime Reporting Portal (www.cybercrime.gov.in) is available for reporting cyber crimes including online exploitation.,"cybercrime.gov.in, National Cyber Crime Reporting Portal, online exploitation",True
AU5696,women,Q5,महिलाओं और बच्चों की सुरक्षा के लिए कौन सा समर्पित फंड स्थापित किया गया है?,official_hindi_doc,Nirbhaya Fund has been established for projects aimed at safety and security of women.,"Nirbhaya Fund, safety, security, women",True
AU5734,women,Q1,"महिलाओं की सुरक्षा, संरक्षण और सशक्तीकरण के लिए कौन सी व्यापक मिशन-मोड योजना लागू की जा रही है?",official_hindi_doc,"Mission Shakti is the umbrella scheme for safety, security and empowerment of women.","Mission Shakti, umbrella scheme, safety, security, empowerment",True
AU5734,women,Q2,मिशन शक्ति के दो मुख्य वर्टिकल कौन-कौन से हैं और उनका उद्देश्य क्या है?,official_hindi_doc,Mission Shakti has two verticals: Sambal (for safety and security) and Samarthya (for empowerment of women).,"Sambal, Samarthya, Mission Shakti, two verticals",True
AU5734,women,Q3,महिला हेल्पलाइन (डब्ल्यूएचएल) किस शॉर्ट-कोड नंबर पर उपलब्ध है और यह किन राज्यों/संघ राज्यक्षेत्रों में संचालित है?,official_hindi_doc,Women Helpline (WHL) is available on short code 181.,"181, Women Helpline, WHL, short code",True
AU5734,women,Q4,मिशन शक्ति डैशबोर्ड कब लॉन्च किया गया था?,official_hindi_doc,Mission Shakti Dashboard was launched along with Mission Shakti Portal on 22.01.2025.,"22.01.2025, Mission Shakti Dashboard, January 2025",True
AU5734,women,Q5,निर्भया फंड के अंतर्गत किन दो प्रमुख परियोजनाओं का उल्लेख किया गया है?,official_hindi_doc,Nirbhaya Fund projects include Emergency Response Support System (ERSS-112) and Central Victim Compensation Fund (CVCF).,"ERSS-112, Emergency Response Support System, Central Victim Compensation Fund, CVCF, Nirbhaya Fund",True
