doc_id,ministry,question_id,question_hi,gold_answer_en,context_type,qa_model,answer_hi
AU2749,education,Q3,कुल कितनी शिकायतें प्राप्त हुईं और उनमें से कितनी हल की गईं?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking for the total number of complaints received and how many of them were resolved. The document provided is in Hindi, so I need to parse through it carefully.

First, I'll look for the section that mentions complaints. The document states: ""पोर्टल https://pmvidyalaxmi.co.in पर 25 फरवरी 2025 और 28 फरवरी 2026 के दौरान कुल 26,683 शिकायतें प्राप्त हुई हैं, जिनमें से 25,061 शिकायतों का समाधान किया गया है।"" 

Breaking this down, ""कुल 26,683 शिकायतें प्राप्त हुई हैं"" translates to ""a total of 26,683 complaints were received."" Then ""जिनमें से 25,061 शिकायतों"
AU2749,education,Q4,कितने QHEIs को PM-Vidyalaxmi योजना के अंतर्गत शामिल किया गया है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking how many QHEIs (Qualified Higher Education Institutions) have been included under the PM-Vidyalaxmi scheme. 

First, I need to go through the provided document carefully. The document mentions the PM-Vidyalaxmi scheme launched by the Indian government in November 2024. It talks about providing collateral-free and guarantee-free education loans to students admitted to QHEIs based on merit. The document also states that a dedicated online portal, PM-Vidyalaxmi, was launched on 25th February 2025. There are statistics about loans disbursed, total amount approved, and complaints received.

However, when I look for the number of QHEIs included, the document doesn't explicitly mention a specific number. It discusses the number of loans disbursed (over 68,000), the total approved amount (9118"
AU2749,education,Q5,क्या Tier-II और Tier-III शहरों के छात्र भी इस योजना के पात्र हैं?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking whether students from Tier-II and Tier-III cities are eligible for the PM-Vidyalakshmi scheme. First, I need to go through the provided document carefully to find any mention of eligibility criteria related to the tier of the city.

The document starts by explaining that the scheme is a central sector scheme under the concurrent list, so both central and state governments are involved. The main objective is to ensure no student misses higher education due to financial barriers. It mentions that eligible students who get admission in QHEIs (Quality Higher Education Institutions) and want education loans can get collateral-free and guarantee-free loans. 

There's a part about interest subsidies for students with annual family income up to 8 lakh rupees. Also, for loans up to 1 lakh rupees, students not receiving other subsidies or interest relief can get this benefit. The document talks about the portal, application process, and some statistics"
AU3703,education,Q1,PM-USHA योजना का कुल वित्तीय प्रावधान कितना है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the total financial provision for the PM-USHA scheme. First, I need to go through the provided document carefully to find the relevant information.

Looking at the document, there's a mention of the Pradhan Mantri Uchchatar Shiksha Abhiyan (PM-USHA) which was launched in June 2023. The document states that the government has allocated 10,000 crore rupees for this scheme. Additionally, there's a figure of 12,926.10 crore rupees mentioned, but that's noted as being for educationally backward/less-served areas. However, the key point here is the initial allocation for PM-USHA, which is clearly stated as 10,000 crore rupees. The other figure might be a separate allocation or part of a different scheme, so I need to ensure"
AU3703,education,Q2,फतेहगढ़ साहिब लोकसभा क्षेत्र में कुल कितनी HEIs हैं?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking for the total number of HEIs (Higher Education Institutions) in the Fatehgarh Sahib Lok Sabha constituency. 

First, I need to look through the provided document to find the relevant information. The document mentions that under the AISHE 2022-23 (provisional) for the Fatehgarh Sahib district in Punjab, the number of HEIs is as follows:

- Punjab Fatehgarh Sahib Zila Vishwavidyalaya: 40
- Colleges: 1,040
- Single: 353
- All HEIs: 1,433

Wait, that seems like a lot. Let me check again. The document states: ""पंजाब फतेहगढ़ साहिब जिला विश्वविद्यालय 40 3 महाविद्यालय 1,040 2"
AU3703,education,Q3,फतेहगढ़ साहिब जिले में कितने प्राथमिक विद्यालय हैं?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking how many primary schools are in Fatehgarh Sahib district according to the provided document.

First, I need to go through the document carefully. The document mentions several details about the National Education Policy 2020 and various schemes, but the specific data about Fatehgarh Sahib district's schools is towards the end.

Looking at the last paragraph, it says: ""प्राथमिक, उच्च प्राथमिक, माध्यमिक और उच्च म..."" which translates to ""Primary, upper primary, secondary, and higher secondary..."" but the sentence seems cut off. However, the previous part mentions ""यू.डी.आई.एस.ई. + के अनुसार"" which refers to UDISE+ (Unified District Information System for Education), a database that tracks school information in India.

The document lists the number of HEIs (Higher Education Institutions) in Fatehgarh Sahib district as"
AU3703,education,Q4,फतेहगढ़ साहिब क्षेत्र में पंजाब के लिए कितने PM SHRI स्कूल बताए गए हैं?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking how many PM SHRI schools are mentioned for the Fatehgarh Sahib area in Punjab.

First, I need to go through the provided document carefully. The document talks about the PM-USHA scheme, which is part of the National Education Policy 2020. It mentions that Punjab has been approved for 86 projects worth 581.61 crore. The projects include specific units in Fatehgarh Sahib, Ludhiana, and Malerkotla under the Fatehgarh Sahib Lok Sabha constituency. 

Looking at the details, under Fatehgarh Sahib, there are 2 units each of 6 crore, totaling 12 crore. In Ludhiana, there are 7 units each of 24 crore, totaling 168 crore. Malerkotla has 2 units of 4 cr"
AU3703,education,Q5,2025-26 में डिजिटल लर्निंग के लिए कितनी राशि जारी की गई?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the amount released for digital learning in 2025-26. First, I need to go through the provided document carefully.

The document mentions the Pradhan Mantri Uchchatar Shiksha Abhiyan (PM-USHA) which is part of the National Education Policy 2020. The total outlay for this scheme is 10,000 crore rupees for the period 2023-24 to 2025-26. However, the question specifically asks about the amount allocated for digital learning in 2025-26. 

Looking further, the document states that under this scheme, states/UTs have flexibility to use funds for various activities including infrastructure upgrades, multidisciplinary education, skill development, and quality initiatives. But there's no direct mention of a specific amount allocated for digital learning. The total out"
AU3821,education,Q1,पिछले पाँच वर्षों और वर्तमान वित्तीय वर्ष में प्रमुख तकनीकी संस्थानों के लिए कुल कितनी राशि स्वीकृत की गई?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking for the total amount approved for major technical institutions over the past five years and the current financial year (2020-21 to 2025-26). 

First, I need to find the relevant part in the provided document. The document mentions that the government has approved Rs. 99,494.24 crore for institutions like IITs, NITs, IIITs, IISc, and IISERs for teaching, research, and innovation during the past five years and the current financial year.

The key here is to confirm that the time frame mentioned in the document matches the question's time frame. The document states ""पिछले पाँच वर्षों और वर्तमान वित्तीय वर्ष (2020-21 से 2025-26)"" which translates to the past five years and the current financial year from 2"
AU3821,education,Q2,AI के Centres of Excellence के लिए कुल कितना वित्तीय प्रावधान किया गया है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the total financial provision made for AI Centres of Excellence as per the provided document.

First, I need to read through the document carefully. The document mentions that the government has approved Rs. 99,494.24 crore for major technical institutes like IITs, NITs, IIITs, IISERs, and IISc over the past five years and the current financial year (2020-21 to 2025-26). These funds are for teaching, research, and innovation. The document also talks about research activities in areas like advanced computing (supercomputing, AI, and quantum computing), healthcare, semiconductors, etc. Additionally, research parks have been set up around these institutes to promote integration of education, industry, and enterprise.

However, the question specifically asks about the financial provision for AI Centres of Excellence. The document states the total"
AU3821,education,Q3,ANRF की कुल बजटीय राशि कितनी है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking for the total budgetary amount allocated for ANRF. First, I need to check the provided document to find any mention of ANRF and its budget.

Looking through the document, the relevant section mentions that the government has approved Rs. 99,494.24 crore for major technical institutes like IITs, NITs, IIITs, IISc, and IISERs over the past five years and the current financial year (2020-21 to 2025-26). These institutes are involved in teaching, research, and innovation. The document also talks about research parks and special centers established by IIMs, but there's no direct mention of ANRF here.

Wait, the acronym ANRF isn't explicitly mentioned in the text. The main budget figure provided is for the technical institutes. The user might be referring to the same allocation under a different name or perhaps"
AU3821,education,Q4,2014 से अब तक कितने नए AIIMS स्थापित किए गए हैं?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking how many new AIIMS have been established from 2014 until now, based on the provided document.

First, I need to read through the document carefully. The document talks about the National Education Policy (NEP) 2020 and mentions funding for institutions like IITs, NITs, IIITs, IISERs, and IISc. It also discusses research parks and special research centers at IIMs. However, the question is specifically about AIIMS (All India Institute of Medical Sciences). 

Looking through the text, I don't see any mention of AIIMS. The document focuses on engineering, technology, management, and science institutions. There's no reference to medical institutions like AIIMS. The funding mentioned is for technical and science-related institutes, not medical ones. 

Since the document doesn't provide any information about AIIMS, I can't find the answer"
AU3821,education,Q5,HEFA के तहत अब तक कितनी राशि विभिन्न HEIs को स्वीकृत की गई है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the amount approved under HEFA for various HEIs so far. First, I need to find the relevant information in the provided document.

Looking through the document, there's a section that mentions the government approving funds. The key part here is: ""सरकार ने रु. स्वीकृत किए हैं। पिछले पाँच वर्षों और वर्तमान वित्त वर्ष (2020-21 से 2025-26) के दौरान, भारतीय प्रौद्योगिकी संस्थान (आई.आई.टी.), राष्ट्रीय प्रौद्योगिकी संस्थान (एन.आई.टी.), भारतीय सूचना प्रौद्योगिकी संस्थान (आई.आई.टी.), भारतीय विज्ञान शिक्षा और अनुसंधान संस्थान (आई.आई.एस.ई.आर.) और भारतीय विज्ञान संस्थान (आई.आई"
AU1387,labour,Q1,केंद्रीय क्षेत्र में कृषि क्षेत्र के अकुशल महिला श्रमिकों के लिए Area A में दैनिक न्यूनतम मजदूरी कितनी है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the daily minimum wage for unskilled female agricultural workers in Area A under the central region, effective from 21.11.2025.

First, I need to refer to the provided document. The document mentions that the Minimum Wages Act, 1948 provisions have been incorporated into the Code on Wages 2019, effective from 21.11.2025. It also states that under the Wage Code 2019, both central and state governments have the authority to set, review, and revise minimum wages for establishments under their jurisdiction. Additionally, it notes that wages are equal for men and women as per the 2019 Wage Code. The area-wise minimum wage rates up to 01.10.2025 are given in the annexure.

However, the annexure isn't provided here"
AU1387,labour,Q2,निर्माण क्षेत्र के highly-skilled श्रमिकों के लिए Area C में मजदूरी कितनी निर्धारित है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the minimum wage for highly-skilled workers in the construction sector in Area C as per the latest regulations.

First, I need to refer to the provided document. The document mentions that the Minimum Wages Act, 1948 has been rationalized and incorporated under the Code on Wages 2019 effective from 21.11.2025. It also states that both central and state governments have the authority to set, review, and revise minimum wages for establishments under their jurisdiction. The Code on Wages 2019 ensures equal pay for men and women. The area-wise minimum wages up to 01.10.2025 are given in the annexure.

However, the annexure isn't provided here. The document only mentions that the rates are in the annexure but doesn't list them. The user is specifically asking about Area C in the"
AU1387,labour,Q3,"क्या Code on Wages, 2019 के अनुसार पुरुष और महिलाओं के लिए मजदूरी समान है?",,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking whether the Code on Wages, 2019 states that wages for men and women are the same.

First, I need to refer to the provided document. The document mentions that under the Wage Code, 2019, both the central and state governments have the authority to set, review, and revise minimum wages. Then, it specifically states, ""2019 के वेतन संहिता के अनुसार, पुरुषों और महिलाओं के लिए वेतन समान है।"" Translating that, it says according to the Wage Code 2019, wages for men and women are equal.

So the answer should be a direct confirmation based on that statement. The document explicitly states that the wages are the same for men and women under the Code on Wages, 2019. There's no ambiguity here. The key point is to extract that exact sentence from"
AU1387,labour,Q4,Stone crushing में 1.0 से 1.5 inch आकार के पत्थर के लिए प्रति ट्रक मजदूरी कितनी है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the wage rate for stone crushing where the stone size is between 1.0 to 1.5 inches per truck, effective from 21.11.2025 under the Code on Wages 2019. 

First, I need to check the provided document. The document mentions that the Minimum Wages Act, 1948 provisions have been rationalized and included under the Code on Wages 2019 effective from 21.11.2025. It also states that both central and state governments have the authority to set, review, and revise minimum wages for establishments under their jurisdiction. Additionally, the Code on Wages 2019 ensures equal pay for men and women.

However, the document explicitly states that the area-wise minimum wage rates as of 01.10.2025 are provided in the"
AU1387,labour,Q5,Area C में कौन-कौन से क्षेत्र शामिल होते हैं?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking which areas are included in Area C according to the provided document. First, I need to look through the document carefully.

The document mentions the Minimum Wages Act, 1948 being incorporated under the Code on Wages 2019 effective from 21.11.2025. It states that both central and state governments have the authority to set, review, and amend minimum wage rates for establishments under their jurisdiction. The Code on Wages 2019 also mentions equal pay for men and women. Then there's a note about the area-wise minimum wage rates as of 01.10.2025 being in the annexure.

Wait, the question is about Area C. The document says ""क्षेत्रवार न्यूनतम मजदूरी दर (01.10.2025 तक) अनुलग्नक में दी गई है"
AU2463,labour,Q1,चारों Labour Codes पूरे देश में किस तिथि से लागू हुए?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking on which date the four Labour Codes came into effect across the entire country. I need to look through the provided document to find the relevant information.

First, I'll scan the document for mentions of the implementation date. The document is in Hindi, so I need to read it carefully. 

Looking at section (ग), it says: ""चार श्रम संहिताएँ, अर्थात्, वेतन पर संहिता, 2019, औद्योगिक संबंध संहिता, 2020, सामाजिक सुरक्षा पर संहिता, 2020 और व्यावसायिक सुरक्षा, स्वास्थ्य और कार्यस्थल की स्थिति पर संहिता, 2020, पूरे देश में 21.11.2025 से लागू हो गई हैं।"" 

Translating that, it states that all"
AU2463,labour,Q2,Industrial Relations Code के तहत layoffs/closures की सीमा 100 से बढ़ाकर कितनी की गई?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the increase in the limit for layoffs or closures under the Industrial Relations Code. The document provided is in Hindi, so I need to parse through it carefully.

First, I'll look for sections mentioning the Industrial Relations Code. The document has parts (क), (ख), (ग), (घ), etc. The relevant part seems to be (घ) to (ई). In that section, it says: ""निश्चित अवधि के रोजगार (एफ.टी.ई.) का प्रावधान औद्योगिक संबंध संहिता में लाया गया है, जिससे एक निर्दिष्ट अवधि के लिए श्रमिकों की नियुक्ति की जा सके। ऐसे कर्मचारी समान कार्य करने वाले स्थायी कर्मचारियों के बराबर सभी लाभों के हकदार हैं। इस प्रावधान से अनुबंधित कार्य में कमी आने, र"
AU2463,labour,Q3,"Code on Wages, 2019 के लिए कितने राज्यों/केंद्रशासित प्रदेशों ने pre-published rules जारी किए हैं?",,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking how many states or union territories have issued pre-published rules for the Code on Wages, 2019. The document provided is in Hindi, so I need to parse through it carefully.

First, I'll look for the section that mentions the Code on Wages, 2019. The document has parts (क), (ख), (ग), (घ), etc. Under part (ग), there's a list of the four codes and their pre-published rules status. The relevant part says: ""क) वेतन पर संहिता, 2019: 34 ख) औद्योगिक संबंध संहिता, 2020: 35 ग) सामाजिक सुरक्षा पर संहिता, 2020: 34 घ) व्यावसायिक सुरक्षा, स्वास्थ्य और कार्यस्थल सुरक्षा"
AU2463,labour,Q4,Fixed Term Employment के तहत gratuity कितने वर्ष बाद देय होती है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the gratuity eligibility period under Fixed Term Employment (FTE) as per the provided document.

First, I need to locate the relevant section in the document. The document mentions that under the Industrial Relations Code, 2020, there's a provision for FTE. The key part here is the gratuity eligibility. 

Looking at the section labeled (घ) से (ई), it states: ""वे पाँच साल के बजाय केवल एक वर्ष के बाद ग्रेच्युटी के लिए पात्र हैं।"" Translating this, it says that instead of five years, they are eligible for gratuity after just one year. 

So the answer should be that under FTE, gratuity is payable after one year. I need to make sure there's no other conflicting information. The rest of the document talks about the implementation dates and other provisions, but the specific gratuity period is clearly"
AU2463,labour,Q5,gig और platform workers के लिए कौन-सा विशेष प्रावधान किया गया है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the specific provisions made for gig and platform workers in the given document. First, I need to go through the document carefully to find any mentions of gig or platform workers.

Looking at the document, the main sections are (क), (ख), (ग), and (घ) to (ई). The first part talks about the four labor codes being passed after consultations with stakeholders. Then it mentions that the Industrial Relations Code, 2020 has provisions to protect workers' interests. It also mentions strengthening collective bargaining and legalizing it through recognition of bargaining councils and unions. There's a two-member tribunal for dispute resolution.

In section (ग), the four codes are listed, and their implementation dates. Then in (घ) to (ई), there's a mention of Fixed-Term Employment (FTE) under the Industrial Relations Code. It says that such employees are entitled to the same benefits as permanent employees doing the same"
AU2658,labour,Q1,14 वर्ष से कम आयु के बच्चों के लिए किस प्रकार के कार्य पर पूर्ण प्रतिबंध है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the types of work that are completely prohibited for children under 14 years old according to the Child and Adolescent Labour (Prohibition and Regulation) Act, 1986 in India.

First, I need to refer to the provided document. The document states that the Act prohibits children under 14 from working in any business or process. It also mentions that adolescents (14-18 years) are prohibited from hazardous businesses. However, there's an exception for children helping their families in non-hazardous businesses during school hours or holidays.

The question specifically asks about children under 14. The key point here is that the Act imposes a complete ban on their employment in any business or process. The exception mentioned applies to helping in non-hazardous family businesses, but that's allowed only during school hours or holidays. But the question is about the complete prohibition, so the answer should focus on"
AU2658,labour,Q2,14 से 18 वर्ष के किशोरों के लिए किस प्रकार के कार्य पर प्रतिबंध है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the restrictions on employment for adolescents aged 14 to 18 years according to the Child and Adolescent Labour (Prohibition and Regulation) Act, 1986 in India.

First, I need to refer back to the provided document. The document states that the Act prohibits children under 14 from working in any business or process, including migrant children. For adolescents aged 14 to 18, the restriction is specifically on hazardous businesses and processes. The key phrase here is ""खतरनाक व्यवसायों और प्रक्रियाओं"" which translates to ""hazardous businesses and processes.""

I should make sure there's no mention of other types of work being allowed or prohibited for this age group. The document also mentions that adolescents can assist their families in non-hazardous businesses during school hours or holidays, but that's an exception. The main prohibition is on hazardous work. The"
AU2658,labour,Q3,family enterprise' में बच्चों को कब काम करने की अनुमति है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about when children are allowed to work in a family enterprise according to the provided document.

First, I need to read through the document carefully. The relevant part mentions that children are allowed to assist their families or family enterprises in non-hazardous businesses or processes, but only during school hours or holidays. The key points here are ""non-hazardous"" and ""during school hours or holidays.""

The document also states that the Child and Adolescent Labour (Prohibition and Regulation) Act, 1986, prohibits employment of children under 14 in any business or process. For adolescents (14-18 years), there's a ban on hazardous work. The amendment in 2016 linked the definition of ""child"" to the Right of Children to Free and Compulsory Education Act, 2009, which sets the age for compulsory education. So, the age limit is tied"
AU2658,labour,Q4,बाल श्रम शिकायतों की निगरानी के लिए कौन-सा ऑनलाइन पोर्टल विकसित किया गया है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking which online portal was developed to monitor child labor complaints. The document provided is in Hindi, so I need to read through it carefully.

First, I'll look for keywords related to online portals and child labor complaints. The document mentions ""ऑनलाइन पोर्टल"" (online portal) and ""शिकायतों पर निगरानी"" (monitoring complaints). Scanning through the text, the last sentence says: ""इसके अलावा, शिकायतों पर निगरानी रखने और उनका पता लगाने के लिए एक ऑनलाइन पोर्टल-'पेंसिल' (नो चाइल्ड लेबर के लिए प्रभावी प्रवर्तन के लिए मंच) विकसित किया गया था।""

Breaking that down, the portal's name is ""पेंसिल"" (PENCIL), which stands for ""No Child Labour for Effective En"
AU2658,labour,Q5,जिला स्तर पर अधिनियम के प्रवर्तन के लिए किन संस्थागत व्यवस्थाओं का प्रावधान है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the institutional arrangements at the district level for the enforcement of the Child and Adolescent Labour (Prohibition and Regulation) Act, 1986, as per the provided document.

First, I need to go through the document carefully. The relevant part mentions that the government created the Child and Adolescent Labour (Prohibition and Regulation) Rules, 1988. These rules include provisions to ensure proper implementation of the Act. Specifically, it talks about establishing District Nodal Officers (DNOs) at the district level and setting up a workforce. Additionally, there's an online portal called PENCIL (Platform for Effective Enforcement for No Child Labour) developed to monitor and investigate complaints.

So, the key points here are the District Nodal Officers (DNOs) and the PENCIL portal. The question is asking for the institutional arrangements, which would be the DNOs and the workforce"
AU3868,labour,Q1,2019-20 में ग्रामीण कृषि एवं संबद्ध क्षेत्र में कार्यरत श्रमिकों का प्रतिशत कितना था?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking for the percentage of rural workers employed in the agriculture and allied sectors in the year 2019-20, according to the provided document.

First, I need to locate the relevant data in the document. The document mentions a table under the section discussing the increase in rural workforce in agriculture. The table lists the PLFS survey years and the corresponding percentages. 

Looking at the table:

1. 2019-20: 61.5
2. 2020-21: 60.8
3. 2021-22: 59.0
4. 2022-23: 58.4
5. 2023-24: 59.8

The question specifically asks for 2019-20, which is the first entry in the table"
AU3868,labour,Q2,2024-25 में खाद्यान्न उत्पादन कितना बताया गया है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the food grain production in 2024-25 according to the provided document.

First, I need to locate the relevant part of the document. The document mentions that food grain production increased from 29.75 crore tonnes in 2019-20 to 35.396 crore tonnes in 2024-25, based on the third advance estimates. 

I should check if there's any other mention of 2024-25 in the text. The horticulture production is also mentioned, but that's separate. The key sentence here is: ""खाद्यान्न उत्पादन में 2019-20 में 29.75 करोड़ टन से 2024-25 में 35.396 करोड़ टन तक का उल्लेखनीय इज"
AU3868,labour,Q3,सरकार कृषि श्रम की कमी दूर करने के लिए कौन-सी mechanization योजना चला रही है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking which mechanization scheme the government is running to address the shortage of agricultural labor. The document provided is in Hindi, so I need to parse through it carefully.

First, I'll look for mentions of mechanization or related terms. The document talks about various initiatives like promoting the agricultural machinery industry (एस.एम.ए.एम.), agricultural science centers (के.वी.के.), and targeted skill development schemes. These are aimed at empowering farmers to adopt timely, skilled, and technology-driven agricultural practices. 

The key part here is ""कृषि यंत्रोद्योग (एस.एम.ए.एम.)"" which translates to Agricultural Machinery Industry (SAMAM). The document mentions that these programs are helping farmers access modern agricultural equipment. Since the question is about mechanization to address labor shortages, SAMAM seems to be the relevant scheme here. The other initiatives like KVKs and skill"
AU3868,labour,Q4,ICAR ने देशभर में कितने Krishi Vigyan Kendras स्थापित किए हैं?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking how many Krishi Vigyan Kendras (KVKs) have been established by ICAR across the country.

First, I need to check the provided document. The document mentions several initiatives like Krishi Vigyan Kendras (KVKs) under the government's efforts. However, when I look through the text, there's no specific number given for the KVKs established by ICAR. The document talks about programs such as Krishi Vigyan Kendras (KVKs) and mentions their role in empowering farmers with technology-driven practices, but it doesn't provide the exact count.

Since the document doesn't include the number of KVKs, I can't extract that information from here. The user might need to refer to official ICAR sources or recent government reports for the latest numbers. I should inform them that the document doesn't have this specific data and suggest checking official channels for the most accurate"
AU3868,labour,Q5,KVKs किसानों के लिए कौन-सी दो प्रमुख गतिविधियाँ करते हैं?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the two main activities that KVKs (Krishi Vigyan Kendras or Agricultural Science Centers) undertake for farmers, based on the provided document.

First, I need to locate the relevant section in the document. The document mentions KVKs in the context of government initiatives. Let me scan through the text again. 

Here's the part: ""कृषि यंत्रोद्योग (एस.एम.ए.एम.), कृषि विज्ञान केंद्र (के.वी.के.) और लक्षित कौशल विकास योजनाओं जैसे कार्यक्रम किसानों को समय पर, कुशल और प्रौद्योगिकी संचालित कृषि प्रथाओं को अपनाने के लिए सशक्त बना रहे हैं।""

Breaking this down, the sentence lists three things: agricultural machinery (SAMAM), KVKs, and targeted skill development schemes. The purpose is"
AU5935,labour,Q1,महाराष्ट्र में 2023-24 में महिलाओं की Labour Force Participation Rate कितनी थी?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking for the Labour Force Participation Rate (LFPR) of women in Maharashtra for the year 2023-24.

First, I need to go through the provided document carefully. The document mentions several statistics related to LFPR and WPR (Worker Population Ratio) for different years and regions. 

Looking at the relevant section: ""15 वर्ष और उससे अधिक आयु की महिलाओं के लिए महाराष्ट्र राज्य (उत्पादन, सेवा, कृषि क्षेत्रों सहित) में 38.4 प्रतिशत, 40.7 प्रतिशत और 40.1 प्रतिशत था।"" This translates to the LFPR for women in Maharashtra being 38.4% in 2021-22, 40.7% in 2022-23, and 40.1% in 2"
AU5935,labour,Q2,महिलाओं के लिए paid maternity leave कितने सप्ताह की है?,,sarvam_translated,sarvam,उत्तर
AU5935,labour,Q3,कार्यस्थल पर महिलाओं की सुरक्षा के लिए कौन-सा इलेक्ट्रॉनिक पोर्टल उपलब्ध है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking which electronic portal is available for the safety of women at the workplace. The document provided is in Hindi, so I need to read through it carefully to find the relevant information.

First, I'll scan the document for any mention of electronic portals related to women's safety. The document talks about various government schemes and labor codes. Let me go through each paragraph.

The first part discusses the Periodic Labour Force Survey (PLFS) and employment statistics. Then it mentions the increase in women's labor force participation and employment rates. There's a section about government schemes for employment generation and skill development, with a link to https://dge.gov.in/dge/schemes_programmes. But that's about schemes, not specifically a portal for safety.

Next, it talks about the four labor codes implemented to encourage women's employment. The codes include the Wage Code, Industrial Relations Code, Social Security Code, and Occupational Safety,"
AU5935,labour,Q4,क्या महिलाएँ सुबह 6 बजे से पहले या शाम 7 बजे के बाद काम कर सकती हैं?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking whether women can work before 6 AM or after 7 PM. The document provided talks about labor laws and schemes to promote women's employment.

First, I need to check if the document mentions anything about working hours for women. The document discusses four labor codes implemented in 2020, including the Occupational Safety, Health and Working Conditions Code, 2020. It mentions provisions like grievance committees with women's representation, maternity benefits, and equal wages. However, there's no direct mention of specific working hours like 6 AM to 7 PM.

The document focuses on promoting women's participation in the workforce through various schemes and labor laws but doesn't specify restrictions on working hours. In India, generally, the standard working hours are regulated under the Factories Act and Shops and Establishments Acts, which vary by state. These laws typically don't restrict women's working hours based on gender"
AU5935,labour,Q5,महिला कार्यबल भागीदारी बढ़ाने के लिए 2024-25 बजट में कौन-सी सुविधा घोषित की गई?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking which facility was announced in the 2024-25 budget to increase women's workforce participation. The document provided is in Hindi, so I need to read through it carefully.

First, I'll look for mentions of the 2024-25 budget. The document talks about various schemes and labor codes. The key part here is the section where they mention the four labor codes implemented to encourage women's employment. The codes mentioned are the Wage Code, Industrial Relations Code, Social Security Code, and Occupational Safety, Health and Working Conditions Code, effective from November 21, 2025. 

The document states that these codes include provisions to promote women's workforce participation. Specifically, it lists three provisions: (i) proportional representation of women in grievance redressal committees, (ii) 26 weeks of paid maternity leave, plus 12 weeks for adopt"
AU2208,women,Q1,देशभर में कुल कितने Anganwadi centres के माध्यम से Mission Poshan 2.0 लागू किया जा रहा है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking how many Anganwadi centers across the country are implementing Mission Poshan 2.0.

First, I need to look through the provided document to find the relevant information. The document mentions in the second paragraph: ""देश भर में 14 लाख से अधिक अंगनवाड़ी केंद्रों (ए.डब्ल्यू.सी.) के नेटवर्क के माध्यम से मिशन पोषण 2.0 के तहत..."" which translates to ""Through a network of more than 1.4 million Anganwadi centers (AWCs) across the country, Mission Poshan 2.0 is implemented.""

So the key number here is 14 लाख (1.4 million). The question is asking for the total number, and the document states that it's more than 1.4 million. The answer should be 14 लाख से अधिक, which is"
